screen_name,date,text
Amarinder,Thu Feb 02 16:21:32 +0000 2017,b'rt AT_USER AT_USER takes off for last day of campaigning. also in the pix is his media strategist raveen thukral AT_USER AT_USER 
Badal,Thu Feb 02 16:04:53 +0000 2017,b'AT_USER AT_USER AT_USER AT_USER \xe0\xa4\xa7\xe0\xa4\xa8\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\xb5\xe0\xa4\xbe\xe0\xa4\xa6' 
Amarinder,Thu Feb 02 15:59:23 +0000 2017,b'rt AT_USER AT_USER takes off for last day of campaigning. also in the pix is his media strategist raveen thukral AT_USER AT_USER 
Amarinder,Thu Feb 02 15:59:20 +0000 2017,b'rt AT_USER aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings AT_USER AT_USER AT_USER 
Badal,Thu Feb 02 15:45:16 +0000 2017,"b""""rt AT_USER 82 bottles of liquor seized from house of hockey's golden girl and AT_USER leader rajbir kaur in jalandhar AT_USER "
Amarinder,Thu Feb 02 15:44:51 +0000 2017,b'rt AT_USER AT_USER thanks patiala lawyers for supporting him in fight against extremist forces linked to AT_USER AT_USER 
Kejriwal,Thu Feb 02 15:44:51 +0000 2017,b'rt AT_USER AT_USER thanks patiala lawyers for supporting him in fight against extremist forces linked to AT_USER AT_USER 
Badal,Thu Feb 02 15:44:31 +0000 2017,b'AT_USER AT_USER AT_USER AT_USER only issue notices. spend tax payers money without any outcome. corrupt judicial system' 
Kejriwal,Thu Feb 02 15:25:04 +0000 2017,b'AT_USER AT_USER he is man who want to be cm of all states &amp; also pm at the same time &amp; still he would run away blaming opposition' 
Badal,Thu Feb 02 15:16:31 +0000 2017,b'AT_USER AT_USER AT_USER AT_USER ignore them aap..concentrate on congress' 
Amarinder,Thu Feb 02 15:01:46 +0000 2017,b'rt AT_USER aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings AT_USER AT_USER AT_USER 
Amarinder,Thu Feb 02 14:55:19 +0000 2017,b'AT_USER AT_USER AT_USER AT_USER AT_USER sidhu sir is very very historical complete. c. m' 
Kejriwal,Thu Feb 02 14:45:01 +0000 2017,b'punjab election: rahul gandhi says AT_USER helping forces who want to disturb peace | AT_USER | AT_USER 
Amarinder,Thu Feb 02 14:40:51 +0000 2017,b'rt AT_USER AT_USER takes off for last day of campaigning. also in the pix is his media strategist raveen thukral AT_USER AT_USER 
Badal,Thu Feb 02 14:17:59 +0000 2017,b'faridkot court issues notice to sukhbir badal in 2006 attempt-to-murder case | AT_USER | AT_USER URL 
Amarinder,Thu Feb 02 13:49:10 +0000 2017,b'rt AT_USER stupendous response in malout muktsar to AT_USER publicrallies AT_USER AT_USER AT_USER AT_USER AT_USER 
Badal,Thu Feb 02 13:27:23 +0000 2017,b'AT_USER AT_USER AT_USER \xe0\xa8\x85\xe0\xa8\x95\xe0\xa8\xbe\xe0\xa8\xb2\xe0\xa9\x80\xe0\xa8\x86\xe0\xa8\x82 \xe0\xa8\xa4\xe0\xa9\x8b\xe0\xa8\x82 \xe0\xa8\xb5\xe0\xa9\xb1\xe0\xa8\xa1\xe0\xa8\xbe \xe0\xa8\x95\xe0\xa9\x8c\xe0\xa8\xae \xe0\xa8\xa6\xe0\xa8\xbe \xe0\xa8\x97\xe0\xa9\xb1\xe0\xa8\xa6\xe0\xa8\xbe\xe0\xa8\xb0 \xe0\xa8\xa8\xe0\xa8\xb9\xe0\xa9\x80\xe0\xa8\x82 \xe0\xa8\x95\xe0\xa9\x8b\xe0\xa8\x88\xe0\xa5\xa4' 
Amarinder,Thu Feb 02 13:14:35 +0000 2017,b'rt AT_USER AT_USER takes off for last day of campaigning. also in the pix is his media strategist raveen thukral AT_USER AT_USER 
Badal,Thu Feb 02 13:09:48 +0000 2017,b'sad insincere towards respect of gurus and ethos: sikh bodies\n| AT_USER | AT_USER URL 
Badal,Thu Feb 02 12:26:51 +0000 2017,"b""""rt AT_USER 82 bottles of liquor seized from house of hockey's golden girl and AT_USER leader rajbir kaur in jalandhar AT_USER "
Amarinder,Thu Feb 02 11:46:33 +0000 2017,b'rt AT_USER AT_USER takes off for last day of campaigning. also in the pix is his media strategist raveen thukral AT_USER AT_USER 
Badal,Thu Feb 02 11:37:23 +0000 2017,b'rt AT_USER energetic support of punjabis to AT_USER candidates proves punjabsupportssukhbir AT_USER AT_USER AT_USER 
Badal,Thu Feb 02 11:29:28 +0000 2017,b'rt AT_USER AT_USER AT_USER like your going to get votes now. # inhumane URL 
Badal,Thu Feb 02 11:28:38 +0000 2017,b'AT_USER AT_USER AT_USER AT_USER but as per badal there r no drug addicts?' 
Kejriwal,Thu Feb 02 11:27:30 +0000 2017,b'AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER URL 
Badal,Thu Feb 02 11:27:30 +0000 2017,b'AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER URL 
Amarinder,Thu Feb 02 11:27:30 +0000 2017,b'AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER URL 
Kejriwal,Thu Feb 02 11:07:10 +0000 2017,b'jalandhar: AT_USER says AT_USER conspired sting against him to finish politically AT_USER AT_USER AT_USER 
Badal,Thu Feb 02 11:06:30 +0000 2017,"b""""rt AT_USER 82 bottles of liquor seized from house of hockey's golden girl and AT_USER leader rajbir kaur in jalandhar AT_USER "
Amarinder,Thu Feb 02 11:00:48 +0000 2017,b'rt AT_USER AT_USER takes off for last day of campaigning. also in the pix is his media strategist raveen thukral AT_USER AT_USER 
Badal,Thu Feb 02 10:30:25 +0000 2017,b'rt AT_USER AT_USER AT_USER like your going to get votes now. # inhumane URL 
Badal,Thu Feb 02 10:29:09 +0000 2017,"b""""rt AT_USER 82 bottles of liquor seized from house of hockey's golden girl and AT_USER leader rajbir kaur in jalandhar AT_USER "
Badal,Thu Feb 02 10:27:39 +0000 2017,"b""""rt AT_USER 82 bottles of liquor seized from house of hockey's golden girl and AT_USER leader rajbir kaur in jalandhar AT_USER "
Badal,Thu Feb 02 10:25:18 +0000 2017,"b""""rt AT_USER 82 bottles of liquor seized from house of hockey's golden girl and AT_USER leader rajbir kaur in jalandhar AT_USER "
Badal,Thu Feb 02 10:24:50 +0000 2017,"b""""rt AT_USER 82 bottles of liquor seized from house of hockey's golden girl and AT_USER leader rajbir kaur in jalandhar AT_USER "
Badal,Thu Feb 02 10:24:18 +0000 2017,"b""""82 bottles of liquor seized from house of hockey's golden girl and AT_USER leader rajbir kaur in jalandhar AT_USER AT_USER "
Amarinder,Thu Feb 02 10:17:04 +0000 2017,b'rt AT_USER \xe0\xa4\x9c\xe0\xa5\x80\xe0\xa4\xa4 \xe0\xa4\xb9\xe0\xa5\x8b \xe0\xa4\x97\xe0\xa4\x88 \xe0\xa4\xaa\xe0\xa4\x95\xe0\xa5\x8d\xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xac\xe0\xa4\xb8 \xe0\xa4\x90\xe0\xa4\xb2\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xb9\xe0\xa5\x8b\xe0\xa4\xa8\xe0\xa4\xbe \xe0\xa4\xac\xe0\xa4\xbe\xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xb9\xe0\xa5\x88 AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER https:\xe2\x80\xa6' 
Amarinder,Thu Feb 02 10:13:52 +0000 2017,b'rt AT_USER AT_USER takes off for last day of campaigning. also in the pix is his media strategist raveen thukral AT_USER AT_USER 
Badal,Thu Feb 02 09:47:52 +0000 2017,b'rt AT_USER AT_USER AT_USER like your going to get votes now. # inhumane URL 
Badal,Thu Feb 02 09:27:27 +0000 2017,b'AT_USER AT_USER like your going to get votes now. # inhumane URL 
Badal,Thu Feb 02 09:25:24 +0000 2017,b'rt AT_USER energetic support of punjabis to AT_USER candidates proves punjabsupportssukhbir AT_USER AT_USER AT_USER 
Badal,Thu Feb 02 09:22:40 +0000 2017,b'energetic support of punjabis to AT_USER candidates proves punjabsupportssukhbir AT_USER URL 
Amarinder,Thu Feb 02 08:57:37 +0000 2017,b'rt AT_USER AT_USER takes off for last day of campaigning. also in the pix is his media strategist raveen thukral AT_USER AT_USER 
Amarinder,Thu Feb 02 08:51:12 +0000 2017,b'rt AT_USER AT_USER takes off for last day of campaigning. also in the pix is his media strategist raveen thukral AT_USER AT_USER 
Amarinder,Thu Feb 02 08:44:34 +0000 2017,b'rt AT_USER AT_USER takes off for last day of campaigning. also in the pix is his media strategist raveen thukral AT_USER AT_USER 
Amarinder,Thu Feb 02 08:44:05 +0000 2017,b'rt AT_USER AT_USER takes off for last day of campaigning. also in the pix is his media strategist raveen thukral AT_USER AT_USER 
Amarinder,Thu Feb 02 08:43:58 +0000 2017,b'rt AT_USER AT_USER takes off for last day of campaigning. also in the pix is his media strategist raveen thukral AT_USER AT_USER 
Amarinder,Thu Feb 02 08:23:07 +0000 2017,b'rt AT_USER AT_USER takes off for last day of campaigning. also in the pix is his media strategist raveen thukral AT_USER AT_USER 
Amarinder,Thu Feb 02 08:10:49 +0000 2017,b'rt AT_USER AT_USER takes off for last day of campaigning. also in the pix is his media strategist raveen thukral AT_USER AT_USER 
Amarinder,Thu Feb 02 07:43:07 +0000 2017,b'rt AT_USER AT_USER takes off for last day of campaigning. also in the pix is his media strategist raveen thukral AT_USER AT_USER 
Amarinder,Thu Feb 02 07:28:58 +0000 2017,b'rt AT_USER AT_USER takes off for last day of campaigning. also in the pix is his media strategist raveen thukral AT_USER AT_USER 
Amarinder,Thu Feb 02 07:27:49 +0000 2017,b'rt AT_USER AT_USER takes off for last day of campaigning. also in the pix is his media strategist raveen thukral AT_USER AT_USER 
Amarinder,Thu Feb 02 07:20:26 +0000 2017,b'rt AT_USER AT_USER takes off for last day of campaigning. also in the pix is his media strategist raveen thukral AT_USER AT_USER 
Amarinder,Thu Feb 02 07:19:28 +0000 2017,b'AT_USER AT_USER AT_USER AT_USER AT_USER voting for captain is like voting for badal. loot and corr\xe2\x80\xa6 URL 
Amarinder,Thu Feb 02 07:19:01 +0000 2017,b'rt AT_USER AT_USER takes off for last day of campaigning. also in the pix is his media strategist raveen thukral AT_USER AT_USER 
Amarinder,Thu Feb 02 07:12:46 +0000 2017,b'rt AT_USER AT_USER takes off for last day of campaigning. also in the pix is his media strategist raveen thukral AT_USER AT_USER 
Amarinder,Thu Feb 02 07:12:43 +0000 2017,b'rt AT_USER AT_USER takes off for last day of campaigning. also in the pix is his media strategist raveen thukral AT_USER AT_USER 
Amarinder,Thu Feb 02 07:09:01 +0000 2017,b'rt AT_USER patiala rural opens its arms and hearts to AT_USER on poll campaign eve AT_USER AT_USER AT_USER AT_USER 
Amarinder,Thu Feb 02 07:08:41 +0000 2017,b'rt AT_USER AT_USER takes off for last day of campaigning. also in the pix is his media strategist raveen thukral AT_USER AT_USER 
Amarinder,Thu Feb 02 07:06:01 +0000 2017,b'rt AT_USER AT_USER takes off for last day of campaigning. also in the pix is his media strategist raveen thukral AT_USER AT_USER 
Amarinder,Thu Feb 02 07:03:14 +0000 2017,b'rt AT_USER AT_USER takes off for last day of campaigning. also in the pix is his media strategist raveen thukral AT_USER AT_USER 
Amarinder,Thu Feb 02 07:02:33 +0000 2017,b'rt AT_USER AT_USER takes off for last day of campaigning. also in the pix is his media strategist raveen thukral AT_USER AT_USER 
Amarinder,Thu Feb 02 07:02:21 +0000 2017,b'rt AT_USER AT_USER takes off for last day of campaigning. also in the pix is his media strategist raveen thukral AT_USER AT_USER 
Amarinder,Thu Feb 02 07:01:39 +0000 2017,b'rt AT_USER AT_USER takes off for last day of campaigning. also in the pix is his media strategist raveen thukral AT_USER AT_USER 
Amarinder,Thu Feb 02 07:01:27 +0000 2017,b'rt AT_USER AT_USER takes off for last day of campaigning. also in the pix is his media strategist raveen thukral AT_USER AT_USER 
Amarinder,Thu Feb 02 07:00:25 +0000 2017,b'rt AT_USER AT_USER takes off for last day of campaigning. also in the pix is his media strategist raveen thukral AT_USER AT_USER 
Amarinder,Thu Feb 02 06:59:44 +0000 2017,b'rt AT_USER AT_USER takes off for last day of campaigning. also in the pix is his media strategist raveen thukral AT_USER AT_USER 
Amarinder,Thu Feb 02 06:59:23 +0000 2017,b'rt AT_USER AT_USER takes off for last day of campaigning. also in the pix is his media strategist raveen thukral AT_USER AT_USER 
Amarinder,Thu Feb 02 06:58:40 +0000 2017,b'rt AT_USER AT_USER takes off for last day of campaigning. also in the pix is his media strategist raveen thukral AT_USER AT_USER 
Amarinder,Thu Feb 02 06:58:29 +0000 2017,b'AT_USER takes off for last day of campaigning. also in the pix is his media strategist raveen thukral\xe2\x80\xa6 URL 
Kejriwal,Thu Feb 02 06:42:00 +0000 2017,b'AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER URL 
Amarinder,Thu Feb 02 06:40:16 +0000 2017,b'rt AT_USER patiala rural opens its arms and hearts to AT_USER on poll campaign eve AT_USER AT_USER AT_USER AT_USER 
Amarinder,Thu Feb 02 06:40:01 +0000 2017,b'rt AT_USER AT_USER gets euphoric welcome from crowd in his patiala urban constituency during last leg of campaigning AT_USER 
Amarinder,Thu Feb 02 06:31:23 +0000 2017,b'rt AT_USER patiala rural opens its arms and hearts to AT_USER on poll campaign eve AT_USER AT_USER AT_USER AT_USER 
Amarinder,Thu Feb 02 06:23:27 +0000 2017,b'rt AT_USER AT_USER gets euphoric welcome from crowd in his patiala urban constituency during last leg of campaigning AT_USER 
Amarinder,Thu Feb 02 06:23:12 +0000 2017,b'rt AT_USER patiala rural opens its arms and hearts to AT_USER on poll campaign eve AT_USER AT_USER AT_USER AT_USER 
Badal,Thu Feb 02 05:16:14 +0000 2017,b'AT_USER AT_USER AT_USER AT_USER as per my view AT_USER is very +ve person something best behind this all.' 
Kejriwal,Thu Feb 02 05:11:47 +0000 2017,b'AT_USER AT_USER AT_USER AT_USER nasha mukti ki aur. punjab style' 
Kejriwal,Thu Feb 02 04:43:21 +0000 2017,b'AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER URL 
Badal,Thu Feb 02 04:43:21 +0000 2017,b'AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER URL 
Badal,Thu Feb 02 04:43:16 +0000 2017,b'AT_USER AT_USER AT_USER AT_USER and some claim hamara desh badal raha hai..well its true politicos ve no conscience for country' 
Badal,Thu Feb 02 03:03:09 +0000 2017,b'AT_USER AT_USER AT_USER AT_USER sad to see the religious people fall offline. their inner conscious is fake' 
Amarinder,Thu Feb 02 03:02:24 +0000 2017,b'rt AT_USER \xe0\xa4\x9c\xe0\xa5\x80\xe0\xa4\xa4 \xe0\xa4\xb9\xe0\xa5\x8b \xe0\xa4\x97\xe0\xa4\x88 \xe0\xa4\xaa\xe0\xa4\x95\xe0\xa5\x8d\xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xac\xe0\xa4\xb8 \xe0\xa4\x90\xe0\xa4\xb2\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xb9\xe0\xa5\x8b\xe0\xa4\xa8\xe0\xa4\xbe \xe0\xa4\xac\xe0\xa4\xbe\xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xb9\xe0\xa5\x88 AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER https:\xe2\x80\xa6' 
Amarinder,Thu Feb 02 02:57:17 +0000 2017,b'\xe0\xa4\x9c\xe0\xa5\x80\xe0\xa4\xa4 \xe0\xa4\xb9\xe0\xa5\x8b \xe0\xa4\x97\xe0\xa4\x88 \xe0\xa4\xaa\xe0\xa4\x95\xe0\xa5\x8d\xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xac\xe0\xa4\xb8 \xe0\xa4\x90\xe0\xa4\xb2\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xb9\xe0\xa5\x8b\xe0\xa4\xa8\xe0\xa4\xbe \xe0\xa4\xac\xe0\xa4\xbe\xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xb9\xe0\xa5\x88 AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER URL 
Badal,Thu Feb 02 02:42:00 +0000 2017,b'it\xe2\x80\x99s official: dera sacha sauda with sad-bjp in punjab elections | AT_USER AT_USER | AT_USER URL 
Amarinder,Thu Feb 02 02:37:30 +0000 2017,b'rt AT_USER aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings AT_USER AT_USER AT_USER 
Amarinder,Thu Feb 02 02:35:39 +0000 2017,b'rt AT_USER aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings AT_USER AT_USER AT_USER 
Amarinder,Thu Feb 02 02:05:09 +0000 2017,b'rt AT_USER barnala engulfed by wave of humanity as AT_USER raises pitch in congress punjabpolls battle AT_USER AT_USER AT_USER 
Kejriwal,Thu Feb 02 02:01:01 +0000 2017,b'AT_USER AT_USER AT_USER AT_USER very cheap guys.. all of aap minister shd hv been arrested for dengue deaths in delhi' 
Amarinder,Thu Feb 02 01:11:49 +0000 2017,b'rt AT_USER aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings AT_USER AT_USER AT_USER 
Amarinder,Thu Feb 02 00:54:06 +0000 2017,b'rt AT_USER aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings AT_USER AT_USER AT_USER 
Amarinder,Fri Feb 03 20:26:08 +0000 2017,b'rt AT_USER AT_USER AT_USER AT_USER AT_USER prashant kishor only costing 500 crore which captain will pay back by suckin\xe2\x80\xa6' 
Amarinder,Fri Feb 03 20:07:59 +0000 2017,b'rt AT_USER noted musician rabbishergill appeals for support &amp; vote for AT_USER punjabpolls AT_USER AT_USER AT_USER 
Amarinder,Fri Feb 03 19:48:11 +0000 2017,b'rt AT_USER noted musician rabbishergill appeals for support &amp; vote for AT_USER punjabpolls AT_USER AT_USER AT_USER 
Amarinder,Fri Feb 03 19:40:51 +0000 2017,b'rt AT_USER noted musician rabbishergill appeals for support &amp; vote for AT_USER punjabpolls AT_USER AT_USER AT_USER 
Amarinder,Fri Feb 03 19:31:24 +0000 2017,b'rt AT_USER noted musician rabbishergill appeals for support &amp; vote for AT_USER punjabpolls AT_USER AT_USER AT_USER 
Amarinder,Fri Feb 03 19:17:27 +0000 2017,b'rt AT_USER noted musician rabbishergill appeals for support &amp; vote for AT_USER punjabpolls AT_USER AT_USER AT_USER 
Amarinder,Fri Feb 03 19:09:01 +0000 2017,b'rt AT_USER noted musician rabbishergill appeals for support &amp; vote for AT_USER punjabpolls AT_USER AT_USER AT_USER 
Amarinder,Fri Feb 03 19:05:49 +0000 2017,b'rt AT_USER noted musician rabbishergill appeals for support &amp; vote for AT_USER punjabpolls AT_USER AT_USER AT_USER 
Amarinder,Fri Feb 03 19:02:21 +0000 2017,b'AT_USER AT_USER AT_USER AT_USER prashant kishor only costing 500 crore which captain will pay back\xe2\x80\xa6 URL 
Amarinder,Fri Feb 03 19:01:48 +0000 2017,b'rt AT_USER noted musician rabbishergill appeals for support &amp; vote for AT_USER punjabpolls AT_USER AT_USER AT_USER 
Amarinder,Fri Feb 03 18:57:56 +0000 2017,b'rt AT_USER noted musician rabbishergill appeals for support &amp; vote for AT_USER punjabpolls AT_USER AT_USER AT_USER 
Kejriwal,Fri Feb 03 18:57:23 +0000 2017,b'AT_USER AT_USER AT_USER AT_USER such shame people who are corrupted and killed next generation r still at loose!' 
Badal,Fri Feb 03 18:51:18 +0000 2017,"b""""rt AT_USER what's in the mind? must vote punjabpolls kaurtoon AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER "
Kejriwal,Fri Feb 03 18:51:18 +0000 2017,"b""""rt AT_USER what's in the mind? must vote punjabpolls kaurtoon AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER "
Badal,Fri Feb 03 18:32:26 +0000 2017,b'AT_USER AT_USER AT_USER strangely dera head had claimed to stop drugs in punjab now backing drugs sellers groups?' 
Kejriwal,Fri Feb 03 18:23:59 +0000 2017,b'AT_USER AT_USER AT_USER AT_USER AT_USER r u deaf or dumb ec AT_USER is safetyy no action on sadwho wil faith in u' 
Amarinder,Fri Feb 03 18:23:00 +0000 2017,b'rt AT_USER noted musician rabbishergill appeals for support &amp; vote for AT_USER punjabpolls AT_USER AT_USER AT_USER 
Kejriwal,Sat Feb 04 17:50:15 +0000 2017,b'rt AT_USER mansa district tops the chart in polling with 87.34%AT_USER AT_USER AT_USER AT_USER AT_USER 
Amarinder,Sat Feb 04 17:50:15 +0000 2017,b'rt AT_USER mansa district tops the chart in polling with 87.34%AT_USER AT_USER AT_USER AT_USER AT_USER 
Badal,Sat Feb 04 17:50:15 +0000 2017,b'rt AT_USER mansa district tops the chart in polling with 87.34%AT_USER AT_USER AT_USER AT_USER AT_USER 
Amarinder,Sat Feb 04 17:32:09 +0000 2017,b'AT_USER AT_USER AT_USER AT_USER how true' 
Kejriwal,Sat Feb 04 17:32:09 +0000 2017,b'AT_USER AT_USER AT_USER AT_USER how true' 
Amarinder,Sat Feb 04 17:30:01 +0000 2017,b'punjab polls: captain dismisses aap as social media hype AT_USER AT_USER URL 
Kejriwal,Sat Feb 04 17:30:01 +0000 2017,b'punjab polls: captain dismisses aap as social media hype AT_USER AT_USER URL 
Kejriwal,Sat Feb 04 17:22:27 +0000 2017,b'rt AT_USER punjabelection2017 | AT_USER congratulates people of punjab for peaceful polls URL URL 
Kejriwal,Sat Feb 04 17:21:43 +0000 2017,b'rt AT_USER mansa district tops the chart in polling with 87.34%AT_USER AT_USER AT_USER AT_USER AT_USER 
Amarinder,Sat Feb 04 17:21:43 +0000 2017,b'rt AT_USER mansa district tops the chart in polling with 87.34%AT_USER AT_USER AT_USER AT_USER AT_USER 
Badal,Sat Feb 04 17:21:43 +0000 2017,b'rt AT_USER mansa district tops the chart in polling with 87.34%AT_USER AT_USER AT_USER AT_USER AT_USER 
Amarinder,Sat Feb 04 17:21:26 +0000 2017,b'rt AT_USER aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings AT_USER AT_USER AT_USER 
Kejriwal,Sat Feb 04 17:18:31 +0000 2017,b'rt AT_USER mansa district tops the chart in polling with 87.34%AT_USER AT_USER AT_USER AT_USER AT_USER 
Amarinder,Sat Feb 04 17:18:31 +0000 2017,b'rt AT_USER mansa district tops the chart in polling with 87.34%AT_USER AT_USER AT_USER AT_USER AT_USER 
Badal,Sat Feb 04 17:18:31 +0000 2017,b'rt AT_USER mansa district tops the chart in polling with 87.34%AT_USER AT_USER AT_USER AT_USER AT_USER 
Kejriwal,Sat Feb 04 17:15:45 +0000 2017,b'rt AT_USER mansa district tops the chart in polling with 87.34%AT_USER AT_USER AT_USER AT_USER AT_USER 
Amarinder,Sat Feb 04 17:15:45 +0000 2017,b'rt AT_USER mansa district tops the chart in polling with 87.34%AT_USER AT_USER AT_USER AT_USER AT_USER 
Badal,Sat Feb 04 17:15:45 +0000 2017,b'rt AT_USER mansa district tops the chart in polling with 87.34%AT_USER AT_USER AT_USER AT_USER AT_USER 
Kejriwal,Sat Feb 04 17:03:47 +0000 2017,b'rt AT_USER mansa district tops the chart in polling with 87.34%AT_USER AT_USER AT_USER AT_USER AT_USER 
Amarinder,Sat Feb 04 17:03:47 +0000 2017,b'rt AT_USER mansa district tops the chart in polling with 87.34%AT_USER AT_USER AT_USER AT_USER AT_USER 
Badal,Sat Feb 04 17:03:47 +0000 2017,b'rt AT_USER mansa district tops the chart in polling with 87.34%AT_USER AT_USER AT_USER AT_USER AT_USER 
Amarinder,Sat Feb 04 17:00:02 +0000 2017,b'punjab polls: AT_USER dismisses aap as social media hype || AT_USER AT_USER URL 
Kejriwal,Sat Feb 04 17:00:02 +0000 2017,b'punjab polls: AT_USER dismisses aap as social media hype || AT_USER AT_USER URL 
Kejriwal,Sat Feb 04 16:59:51 +0000 2017,b'rt AT_USER mansa district tops the chart in polling with 87.34%AT_USER AT_USER AT_USER AT_USER AT_USER 
Amarinder,Sat Feb 04 16:59:51 +0000 2017,b'rt AT_USER mansa district tops the chart in polling with 87.34%AT_USER AT_USER AT_USER AT_USER AT_USER 
Badal,Sat Feb 04 16:59:51 +0000 2017,b'rt AT_USER mansa district tops the chart in polling with 87.34%AT_USER AT_USER AT_USER AT_USER AT_USER 
Kejriwal,Sat Feb 04 16:59:25 +0000 2017,b'rt AT_USER mansa district tops the chart in polling with 87.34%AT_USER AT_USER AT_USER AT_USER AT_USER 
Amarinder,Sat Feb 04 16:59:25 +0000 2017,b'rt AT_USER mansa district tops the chart in polling with 87.34%AT_USER AT_USER AT_USER AT_USER AT_USER 
Badal,Sat Feb 04 16:59:25 +0000 2017,b'rt AT_USER mansa district tops the chart in polling with 87.34%AT_USER AT_USER AT_USER AT_USER AT_USER 
Kejriwal,Sat Feb 04 16:57:37 +0000 2017,b'mansa district tops the chart in polling with 87.34%AT_USER AT_USER AT_USER AT_USER URL 
Amarinder,Sat Feb 04 16:57:37 +0000 2017,b'mansa district tops the chart in polling with 87.34%AT_USER AT_USER AT_USER AT_USER URL 
Badal,Sat Feb 04 16:57:37 +0000 2017,b'mansa district tops the chart in polling with 87.34%AT_USER AT_USER AT_USER AT_USER URL 
Kejriwal,Sat Feb 04 16:57:21 +0000 2017,b'AT_USER congratulates people of punjab for peaceful polls | AT_USER | AT_USER URL 
Amarinder,Sat Feb 04 16:45:00 +0000 2017,b'punjab polls: cong supporter shot at in tarn taran || AT_USER | AT_USER URL 
Amarinder,Sat Feb 04 16:44:55 +0000 2017,b'rt AT_USER aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings AT_USER AT_USER AT_USER 
Badal,Sat Feb 04 16:17:30 +0000 2017,b'rt AT_USER AT_USER AT_USER AT_USER strangely dera head had claimed to stop drugs in punjab now backing drugs sellers groups?' 
Amarinder,Sat Feb 04 16:15:51 +0000 2017,b'complaint against sidhu for violating model code while casting vote in amritsar | AT_USER | AT_USER URL 
Amarinder,Sat Feb 04 16:14:59 +0000 2017,b'rt AT_USER \xe0\xa4\x85\xe0\xa4\xaa\xe0\xa4\xa8\xe0\xa5\x80 \xe0\xa4\xb5\xe0\xa5\x8b\xe0\xa4\x9f \xe0\xa4\xa1\xe0\xa4\xbe\xe0\xa4\xb2\xe0\xa4\x95\xe0\xa4\xb0 \xe0\xa4\xac\xe0\xa4\xbe\xe0\xa4\xb9\xe0\xa4\xb0 \xe0\xa4\x86\xe0\xa4\xa4\xe0\xa5\x87 \xe0\xa4\xb9\xe0\xa5\x81\xe0\xa4\x8f AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER 
Amarinder,Sat Feb 04 16:07:51 +0000 2017,b'AT_USER AT_USER AT_USER AT_USER ha ha ha' 
Amarinder,Sat Feb 04 16:07:19 +0000 2017,b'complaint against sidhu for violating model code while casting vote in amritsar AT_USER AT_USER URL 
Kejriwal,Sun Feb 05 21:53:00 +0000 2017,b'some nri supporters of aap to stay in punjab till march 11 for \xe2\x80\x98celebrations\xe2\x80\x99 | AT_USER || AT_USER URL 
Kejriwal,Sun Feb 05 18:48:35 +0000 2017,b'AT_USER AT_USER AT_USER AT_USER this is indeed the most correct analysis. no shames in war games- all in politics.' 
Amarinder,Sun Feb 05 18:47:54 +0000 2017,b'rt AT_USER aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings AT_USER AT_USER AT_USER 
Amarinder,Sun Feb 05 18:45:21 +0000 2017,b'rt AT_USER aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings AT_USER AT_USER AT_USER 
